ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Selected_view,Selected_cls,Prediction,Accuracy,Oracle_view
0 (0.52),0 (0.32),0 (0.4),0 (0.08),0 (0.24),0 (0.44),0 (0.48),1 (0.24),1 (0.36),0 (0.4),0 (0.44),1 (0.24),1 (0.44),0 (0.32),0 (0.44),0,DistilBERT,DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.12),0 (0.12),0 (0.0),0 (0.04),0 (0.36),0 (0.04),0 (0.0),0 (0.0),0 (0.08),0 (0.28),0 (0.2),0 (0.04),0 (0.4),0 (0.0),0 (0.0),0,"BERT,Falcon,Fasttext,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.36),0 (0.04),0 (0.36),0 (0.2),0 (0.12),0 (0.08),0 (0.36),0 (0.36),0 (0.0),0 (0.12),0 (0.12),0 (0.24),0 (0.32),0 (0.0),0,"LLAMA,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.2),0 (0.4),0 (0.28),0 (0.24),0 (0.04),0 (0.16),1 (0.48),0 (0.16),1 (0.32),0 (0.12),0 (0.32),0 (0.36),0 (0.0),0 (0.16),0 (0.0),0,"XLNET,MISTRAL",XLNET,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM","(0, 0)",TRUE,TRUE
0 (0.2),0 (0.4),0 (0.32),0 (0.08),1 (0.48),0 (0.24),0 (0.16),0 (0.0),0 (0.28),0 (0.4),0 (0.44),0 (0.12),0 (0.32),0 (0.44),0 (0.0),0,"Fasttext,MISTRAL",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.64),0 (0.4),0 (0.04),0 (0.08),0 (0.4),0 (0.36),0 (0.04),1 (0.36),0 (0.12),0 (0.24),0 (0.32),0 (0.04),0 (0.16),0 (0.0),0 (0.04),0,LLAMA3,LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.08),0 (0.56),1 (0.04),1 (0.04),0 (0.44),0 (0.36),0 (0.04),0 (0.32),1 (0.0),1 (0.0),0 (0.16),0 (0.28),0 (0.56),0 (0.16),1 (0.04),1,"Glove,LLAMA",Glove,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
1 (0.28),0 (0.04),1 (0.24),0 (0.12),1 (0.32),0 (0.24),0 (0.28),0 (0.48),1 (0.4),0 (0.16),0 (0.08),0 (0.44),0 (0.4),0 (0.04),0 (0.2),0,"BART,LLAMA3",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.04),1 (0.44),1 (0.0),1 (0.08),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.32),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.04),1 (0.24),0 (0.44),0 (0.28),0 (0.0),0 (0.0),0 (0.24),0 (0.32),0 (0.0),0 (0.12),0 (0.2),0 (0.2),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.36),0 (0.24),0 (0.2),0 (0.6),0 (0.08),0 (0.04),0 (0.24),0 (0.24),0 (0.08),0 (0.08),0 (0.16),0 (0.28),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.0),0 (0.4),0 (0.0),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.08),0 (0.0),0 (0.2),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.2),0 (0.36),0 (0.0),0 (0.28),0 (0.04),0 (0.08),0 (0.04),0 (0.4),0 (0.48),0 (0.16),0 (0.32),0 (0.36),0 (0.0),0 (0.4),0 (0.24),0,"BERT,XLNET",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.04),1 (0.12),1 (0.24),1 (0.0),1 (0.36),1 (0.16),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.16),1 (0.04),1 (0.28),1 (0.0),1 (0.04),1,"DistilBERT,Falcon,Fasttext,LLAMA,LLAMA3",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.48),1 (0.2),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.32),1 (0.04),1 (0.0),1 (0.28),1 (0.24),1 (0.28),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.4),0 (0.08),0 (0.04),0 (0.44),0 (0.16),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.04),0 (0.12),0 (0.04),0 (0.0),0 (0.0),0,"ALBERT,Falcon,LLAMA,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.32),0 (0.2),0 (0.16),0 (0.24),0 (0.04),1 (0.12),0 (0.16),0 (0.6),0 (0.04),0 (0.12),0 (0.12),0 (0.24),0 (0.04),0 (0.12),0,"ELMO,LLAMA,LLAMA3",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.32),0 (0.0),0 (0.0),0 (0.24),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.56),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,Falcon,Fasttext,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.32),0 (0.16),0 (0.12),0 (0.52),0 (0.24),0 (0.0),0 (0.08),0 (0.36),0 (0.04),0 (0.24),0 (0.12),0 (0.0),0 (0.16),0 (0.0),0,"Falcon,XLNET,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.36),0 (0.04),0 (0.08),0 (0.24),0 (0.12),0 (0.0),0 (0.4),0 (0.24),0 (0.2),0 (0.24),0 (0.04),0 (0.2),0 (0.04),0 (0.04),0,"ALBERT,Falcon",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.2),0 (0.24),0 (0.12),0 (0.48),0 (0.32),0 (0.2),0 (0.2),0 (0.52),0 (0.44),0 (0.0),1 (0.4),0 (0.12),0 (0.04),0 (0.04),0 (0.08),0,LLAMA,LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.2),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.16),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.36),0 (0.16),0 (0.0),0 (0.32),0 (0.32),1 (0.12),1 (0.44),1 (0.0),1 (0.08),1 (0.2),0 (0.32),1 (0.28),0 (0.16),1 (0.08),0 (0.2),1,"BERT,Fasttext",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 1)",TRUE,TRUE
1 (0.08),1 (0.24),1 (0.04),1 (0.0),1 (0.28),1 (0.28),1 (0.0),1 (0.16),1 (0.32),1 (0.0),1 (0.4),1 (0.08),1 (0.2),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.28),1 (0.44),1 (0.04),1 (0.12),1 (0.0),1 (0.08),1 (0.08),1 (0.36),1 (0.24),1 (0.0),1 (0.2),1 (0.36),1 (0.16),1 (0.04),1 (0.0),1,"ELECTRA,LLAMA,MISTRAL",ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
1 (0.24),0 (0.44),1 (0.24),1 (0.2),0 (0.4),1 (0.52),1 (0.12),0 (0.2),0 (0.44),1 (0.08),0 (0.24),1 (0.12),0 (0.08),1 (0.12),1 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.28),0 (0.36),0 (0.24),0 (0.16),0 (0.2),0 (0.04),0 (0.12),0 (0.32),0 (0.2),0 (0.04),0 (0.36),0 (0.04),0 (0.4),0 (0.28),0 (0.08),0,"ELMO,LLAMA,W2V",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.16),0 (0.36),0 (0.24),0 (0.16),0 (0.4),0 (0.24),0 (0.2),0 (0.28),0 (0.16),0 (0.24),0 (0.16),0 (0.04),0 (0.36),0 (0.08),0 (0.08),0,W2V,W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.08),0 (0.44),0 (0.4),0 (0.04),0 (0.44),0 (0.08),0 (0.08),0 (0.28),0 (0.32),0 (0.28),0 (0.16),0 (0.56),0 (0.16),0 (0.08),0 (0.04),0,"DistilBERT,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.32),1 (0.44),1 (0.28),1 (0.16),1 (0.16),1 (0.2),1 (0.0),1 (0.48),1 (0.08),1 (0.08),1 (0.0),1 (0.4),1 (0.04),1 (0.04),1 (0.2),1,"Falcon,RoBERTa",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.08),0 (0.0),0 (0.08),0 (0.16),0 (0.16),0 (0.32),0 (0.12),0 (0.28),0 (0.2),0 (0.4),0 (0.32),1 (0.08),0 (0.24),0 (0.0),0 (0.08),0,"BART,LLAMA3",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.32),0 (0.2),0 (0.08),0 (0.12),0 (0.16),0 (0.12),0 (0.04),0 (0.28),0 (0.44),0 (0.08),0 (0.08),0 (0.36),0 (0.0),1 (0.32),0 (0.0),0,"XLNET,MISTRAL",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.04),0 (0.4),0 (0.0),0 (0.08),0 (0.28),0 (0.2),0 (0.2),0 (0.04),0 (0.24),0 (0.04),0 (0.0),0 (0.24),0 (0.52),0 (0.04),0 (0.04),0,"BERT,RoBERTa",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.04),1 (0.28),0 (0.24),0 (0.0),0 (0.0),1 (0.16),0 (0.04),0 (0.2),1 (0.12),0 (0.12),0 (0.08),0 (0.08),0 (0.36),0 (0.16),0 (0.0),0,"DistilBERT,ELECTRA,MISTRAL",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.48),0 (0.16),0 (0.08),0 (0.12),0 (0.0),0 (0.04),0 (0.12),0 (0.12),0 (0.08),0 (0.12),0 (0.24),0 (0.2),0 (0.12),0 (0.0),0,"ALBERT,ELMO,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.32),0 (0.28),1 (0.24),1 (0.2),0 (0.04),0 (0.24),0 (0.2),1 (0.32),0 (0.56),0 (0.32),1 (0.4),0 (0.56),0 (0.32),0 (0.28),0 (0.12),0,ELECTRA,ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.2),0 (0.48),0 (0.44),0 (0.12),0 (0.24),0 (0.24),0 (0.0),0 (0.0),0 (0.04),0 (0.16),0 (0.32),0 (0.0),0 (0.24),0 (0.12),0 (0.08),0,"Falcon,Fasttext,W2V",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.48),1 (0.28),0 (0.44),1 (0.2),0 (0.36),1 (0.24),1 (0.04),1 (0.32),1 (0.04),1 (0.04),1 (0.32),1 (0.12),1 (0.68),1 (0.08),1 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.44),0 (0.36),0 (0.12),0 (0.0),0 (0.44),0 (0.04),0 (0.08),0 (0.0),0 (0.16),0 (0.12),0 (0.4),0 (0.04),0 (0.08),0 (0.16),0 (0.04),0,"DistilBERT,Fasttext",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.48),0 (0.4),0 (0.16),0 (0.24),0 (0.28),1 (0.16),0 (0.2),1 (0.28),1 (0.12),0 (0.08),0 (0.08),1 (0.32),0 (0.12),0 (0.28),0 (0.08),0,"LLAMA,RoBERTa,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.04),0 (0.0),0 (0.2),0 (0.16),0 (0.12),0 (0.0),0 (0.08),0 (0.0),0 (0.12),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,Falcon,Glove,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.36),0 (0.0),0 (0.16),0 (0.44),0 (0.16),0 (0.0),0 (0.08),0 (0.28),0 (0.0),0 (0.04),0 (0.04),0 (0.4),0 (0.0),0 (0.0),0,"ALBERT,BERT,Falcon,LLAMA,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.2),1 (0.16),1 (0.0),1 (0.04),1 (0.32),1 (0.16),1 (0.0),1 (0.28),1 (0.4),1 (0.08),1 (0.0),1 (0.04),1 (0.32),1 (0.04),1 (0.0),1,"BERT,Falcon,RoBERTa,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.2),0 (0.0),0 (0.12),0 (0.44),0 (0.32),0 (0.0),0 (0.12),0 (0.16),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.04),0 (0.0),0,"BERT,Falcon,LLAMA,XLNET,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.08),0 (0.04),0 (0.16),0 (0.08),0 (0.16),0 (0.04),0 (0.0),1 (0.04),0 (0.24),0 (0.04),0 (0.12),0 (0.16),0 (0.2),0 (0.0),0 (0.0),0,"Falcon,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.48),0 (0.2),0 (0.28),0 (0.28),0 (0.12),0 (0.24),0 (0.36),1 (0.4),0 (0.32),0 (0.48),0 (0.24),0 (0.2),0 (0.24),0 (0.24),0,ELMO,ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.12),1 (0.32),1 (0.32),1 (0.04),1 (0.28),1 (0.36),1 (0.0),1 (0.32),1 (0.24),1 (0.08),1 (0.16),1 (0.04),1 (0.32),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.04),1 (0.28),0 (0.12),1 (0.08),0 (0.0),1 (0.32),1 (0.04),1 (0.24),1 (0.16),1 (0.32),1 (0.4),1 (0.16),0 (0.2),0,"ALBERT,Falcon",Falcon,"KNN, LR, MLP","(1, 0)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.28),0 (0.56),0 (0.28),0 (0.28),0 (0.2),0 (0.0),0 (0.0),0 (0.28),1 (0.08),0 (0.0),0 (0.0),0 (0.28),0 (0.32),0 (0.0),0 (0.04),0,"ELMO,Falcon,LLAMA,RoBERTa,LLAMA3",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.2),1 (0.08),0 (0.2),0 (0.28),0 (0.04),0 (0.12),0 (0.24),1 (0.04),0 (0.12),0 (0.24),0 (0.04),0 (0.32),0 (0.44),0 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",FALSE,TRUE
0 (0.0),0 (0.4),0 (0.12),0 (0.36),0 (0.32),0 (0.28),0 (0.0),0 (0.36),0 (0.24),0 (0.08),0 (0.04),0 (0.08),0 (0.04),0 (0.4),0 (0.28),0,"ALBERT,Falcon",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.32),0 (0.08),0 (0.08),0 (0.24),0 (0.24),0 (0.12),0 (0.04),0 (0.2),0 (0.48),0 (0.2),0 (0.36),0 (0.16),0 (0.2),0 (0.08),0 (0.12),0,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.24),1 (0.64),1 (0.12),1 (0.04),1 (0.08),1 (0.04),1 (0.08),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.16),1 (0.0),1,"Glove,RoBERTa,W2V,MISTRAL",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.2),0 (0.28),0 (0.4),0 (0.48),0 (0.28),0 (0.24),0 (0.24),0 (0.0),0 (0.24),0 (0.4),0 (0.12),0 (0.0),0 (0.24),0 (0.36),0,"Glove,XLNET",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.28),1 (0.24),1 (0.08),1 (0.04),1 (0.28),1 (0.12),1 (0.04),1 (0.16),1 (0.4),1 (0.04),1 (0.2),1 (0.4),1 (0.32),1 (0.2),1 (0.0),1,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
1 (0.08),1 (0.28),1 (0.0),1 (0.0),1 (0.28),1 (0.16),1 (0.24),1 (0.0),1 (0.28),1 (0.12),1 (0.04),1 (0.08),1 (0.12),1 (0.28),1 (0.08),1,"BERT,DistilBERT,Fasttext",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.44),0 (0.44),0 (0.28),0 (0.4),0 (0.28),1 (0.52),0 (0.04),1 (0.4),1 (0.28),0 (0.2),0 (0.24),1 (0.44),1 (0.36),0 (0.24),0 (0.04),0,"Falcon,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
