ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected_view,Selected_cls,Accuracy,Oracle_view
0 (0.92),5 (0.88),2 (0.84),2 (0.64),1 (0.84),0 (0.92),0 (0.8),1 (0.88),1 (0.88),3 (0.84),3 (0.88),1 (0.64),2 (0.88),1 (0.8),3 (0.76),2,"DistilBERT,W2V","(2, 1)",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.76),3 (0.8),2 (0.84),2 (0.68),0 (0.76),2 (0.84),2 (0.64),3 (0.84),1 (0.92),2 (0.84),1 (0.8),2 (0.76),2 (0.92),2 (0.76),2 (0.8),4,Falcon,"(2,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, XGBoost",FALSE,TRUE
2 (0.64),1 (0.92),0 (0.76),0 (0.8),4 (0.76),0 (0.56),0 (0.8),1 (0.76),1 (0.84),0 (0.52),0 (0.6),0 (0.68),1 (0.92),0 (0.84),0 (0.64),0,LLAMA,"(0,)",LLAMA,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.88),1 (0.96),2 (0.72),1 (0.8),1 (0.88),2 (0.88),2 (0.84),3 (0.68),1 (0.88),1 (0.88),1 (0.72),1 (0.8),1 (0.8),2 (0.84),2 (0.88),4,Fasttext,"(3,)",Fasttext,"BiLSTM, CNN, KNN, LR, SVM, XGBoost",FALSE,FALSE
1 (0.92),3 (0.84),2 (0.96),1 (0.92),1 (0.88),0 (0.76),1 (0.88),3 (0.68),1 (0.88),1 (0.68),1 (0.88),2 (0.76),1 (0.72),1 (0.88),1 (0.72),3,"Fasttext,LLAMA","(3, 1)",Fasttext,"AdaBoost, BiLSTM, CNN, NB, RF",TRUE,TRUE
1 (0.8),1 (0.8),2 (0.6),2 (0.68),1 (0.88),2 (0.68),1 (0.36),1 (0.92),0 (0.72),1 (0.68),1 (0.88),1 (0.72),1 (0.68),1 (0.68),2 (0.56),2,Falcon,"(1,)",Falcon,"BiLSTM, CNN, KNN, LR, MLP, NB, XGBoost",FALSE,TRUE
2 (0.92),1 (0.8),1 (0.88),1 (0.88),4 (0.72),1 (0.68),3 (0.72),1 (0.84),1 (0.84),3 (0.72),3 (0.8),1 (0.8),1 (0.76),3 (0.72),1 (0.72),0,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, XGBoost",FALSE,FALSE
5 (0.72),5 (0.8),3 (0.84),5 (0.76),1 (0.72),4 (0.92),4 (0.64),3 (0.76),4 (0.72),2 (0.64),4 (0.8),1 (0.72),1 (0.92),4 (0.88),4 (0.88),3,"Falcon,LLAMA","(4, 2)",Falcon,"KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
2 (0.92),3 (0.88),4 (0.84),1 (0.84),2 (0.92),2 (0.8),0 (0.84),1 (0.8),2 (0.84),0 (0.72),2 (0.88),3 (0.88),1 (0.96),0 (0.76),0 (0.76),2,LLAMA,"(0,)",LLAMA,"AdaBoost, BiLSTM, CNN, NB",FALSE,TRUE
1 (0.84),3 (0.8),0 (0.84),3 (0.84),0 (0.76),2 (0.64),3 (0.88),2 (0.88),1 (0.88),3 (0.8),3 (0.72),1 (0.84),2 (0.64),2 (0.96),3 (0.76),3,"ELMO,XLNET","(2, 2)",XLNET,"BiLSTM, CNN, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.72),3 (0.84),1 (0.76),1 (0.8),3 (0.72),3 (0.84),4 (0.8),4 (0.92),4 (0.8),3 (0.72),3 (0.84),4 (0.68),3 (0.8),3 (0.68),4 (0.72),5,"W2V,LLAMA3","(4, 3)",W2V,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.72),1 (0.84),1 (0.8),1 (0.76),4 (0.8),1 (0.84),3 (0.68),4 (0.84),0 (0.92),1 (0.6),3 (0.92),2 (0.88),1 (0.88),3 (0.84),3 (0.76),3,LLAMA,"(1,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
0 (0.76),3 (0.64),1 (0.8),1 (0.84),1 (0.72),1 (0.8),1 (0.8),1 (0.88),1 (0.84),0 (0.8),1 (0.64),1 (0.8),0 (0.76),0 (0.92),0 (0.84),3,"BART,RoBERTa","(3, 1)",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
1 (0.88),1 (0.84),1 (0.6),1 (0.72),1 (0.84),1 (0.72),0 (0.72),1 (0.84),1 (0.72),4 (0.76),1 (0.8),1 (0.92),2 (0.88),2 (0.72),4 (0.8),1,BERT,"(1,)",BERT,"BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
0 (0.8),2 (0.76),2 (0.92),1 (0.88),4 (0.76),1 (0.72),2 (0.84),0 (0.72),1 (0.76),1 (0.88),0 (0.84),3 (0.8),0 (0.8),4 (0.64),1 (0.76),1,LLAMA3,"(4,)",LLAMA3,"BiLSTM, CNN, KNN, RF, SVM",FALSE,TRUE
1 (0.8),1 (0.88),4 (0.84),1 (0.92),1 (0.84),1 (0.84),4 (0.76),1 (0.76),1 (0.68),1 (0.88),4 (0.8),1 (0.84),2 (0.84),4 (0.68),4 (0.76),5,"Glove,LLAMA3","(1, 4)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,FALSE
4 (0.76),3 (0.8),4 (0.76),4 (0.68),4 (0.88),1 (0.72),1 (0.72),4 (0.68),4 (0.84),4 (0.8),3 (0.88),4 (0.8),4 (0.84),4 (0.8),4 (0.84),4,"DistilBERT,Fasttext","(4, 4)",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.76),1 (0.68),5 (0.72),3 (0.72),3 (0.96),5 (0.84),2 (0.64),4 (0.96),1 (0.84),4 (0.64),5 (0.8),3 (0.68),2 (0.76),0 (0.88),3 (0.84),4,"Falcon,LLAMA","(2, 4)",LLAMA,"BiLSTM, CNN, LR, RF, SVM",TRUE,TRUE
1 (0.68),1 (0.84),5 (0.84),1 (0.88),5 (0.68),1 (0.48),1 (0.72),5 (0.88),1 (0.8),1 (0.96),1 (0.88),1 (0.88),1 (0.8),1 (0.88),1 (0.88),1,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
1 (0.84),1 (0.72),1 (0.96),2 (0.72),1 (0.96),2 (0.84),3 (0.64),1 (0.88),3 (0.76),3 (0.96),1 (0.8),4 (0.72),1 (0.64),3 (0.8),3 (0.84),1,"Falcon,XLNET","(3, 1)",XLNET,"AdaBoost, BiLSTM, CNN, LR, SVM, XGBoost",TRUE,TRUE
3 (0.72),3 (0.8),3 (0.96),3 (0.8),4 (0.8),5 (0.8),4 (0.84),4 (0.72),2 (0.92),4 (0.92),4 (0.84),4 (0.8),4 (0.92),4 (0.88),4 (0.84),4,"ALBERT,Fasttext","(3, 4)",Fasttext,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.88),3 (1.0),5 (0.88),4 (0.84),4 (0.8),5 (0.8),5 (0.76),4 (0.92),4 (0.92),1 (0.64),3 (0.76),4 (0.88),4 (0.84),1 (0.92),2 (0.76),4,LLAMA,"(1,)",LLAMA,"AdaBoost, BiLSTM, CNN, MLP, XGBoost",FALSE,TRUE
4 (0.84),3 (0.88),4 (0.76),4 (0.72),4 (0.72),4 (0.84),4 (0.92),4 (0.76),4 (0.92),1 (0.84),4 (0.92),4 (0.84),5 (0.8),4 (1.0),4 (0.84),3,"DistilBERT,ELECTRA","(4, 4)",DistilBERT,"AdaBoost, RF, SVM",FALSE,TRUE
1 (0.72),1 (0.8),1 (0.84),0 (0.72),1 (0.68),1 (0.84),1 (0.84),0 (0.84),0 (0.88),1 (0.88),0 (0.72),0 (0.6),1 (0.68),1 (0.84),1 (0.8),3,W2V,"(0,)",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",FALSE,FALSE
5 (0.72),4 (0.84),2 (0.84),2 (0.84),5 (0.84),5 (0.84),3 (0.68),4 (0.76),4 (0.6),5 (0.72),4 (0.72),5 (0.84),1 (0.76),4 (0.68),4 (0.64),4,Glove,"(4,)",Glove,"AdaBoost, KNN, LR, MLP, RF, SVM",TRUE,TRUE
3 (0.76),1 (0.76),3 (0.84),1 (0.8),3 (0.84),1 (0.52),3 (0.88),2 (0.52),3 (0.84),3 (0.52),3 (0.8),2 (0.52),1 (0.84),3 (1.0),3 (0.8),5,"ELMO,Fasttext,LLAMA,W2V","(1, 2, 3, 2)",W2V,"KNN, MLP, NB",FALSE,FALSE
3 (0.84),3 (0.84),3 (0.84),1 (0.88),4 (0.84),1 (0.84),5 (0.84),3 (0.84),4 (0.72),3 (0.84),1 (0.84),0 (0.92),3 (0.84),3 (0.68),3 (0.72),5,LLAMA3,"(3,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, XGBoost",FALSE,TRUE
1 (0.88),2 (0.92),1 (0.84),3 (0.84),3 (0.88),3 (0.8),1 (0.64),4 (0.76),3 (0.96),4 (0.92),4 (0.84),3 (0.92),1 (0.88),4 (0.88),3 (0.72),5,Falcon,"(1,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF",FALSE,FALSE
1 (0.76),3 (0.76),2 (0.8),1 (0.92),3 (0.8),1 (0.84),3 (0.92),3 (0.72),1 (0.84),3 (0.92),1 (0.92),1 (0.76),2 (0.8),3 (0.96),3 (0.92),5,Fasttext,"(3,)",Fasttext,"AdaBoost, KNN, MLP, XGBoost",FALSE,FALSE
2 (0.88),1 (0.88),1 (0.84),0 (0.72),0 (0.72),0 (0.64),0 (0.6),0 (0.88),0 (0.6),0 (0.72),0 (0.76),0 (0.8),0 (0.76),0 (0.68),0 (0.56),0,MISTRAL,"(0,)",MISTRAL,"BiLSTM, CNN, KNN, LR, MLP, NB, XGBoost",TRUE,TRUE
0 (0.88),1 (1.0),1 (0.96),1 (0.8),1 (0.8),1 (0.68),5 (0.76),3 (0.84),1 (0.88),1 (0.88),5 (0.92),5 (0.8),5 (0.92),1 (0.84),1 (0.84),2,ELMO,"(1,)",ELMO,"KNN, LR, MLP",FALSE,FALSE
2 (0.56),1 (0.84),2 (0.84),1 (0.56),3 (0.92),3 (0.64),3 (0.68),2 (0.76),1 (0.8),3 (0.84),3 (0.84),3 (0.96),1 (0.92),3 (0.8),2 (0.84),1,"ALBERT,DistilBERT","(2, 1)",DistilBERT,"AdaBoost, BiLSTM, CNN, RF",TRUE,TRUE
3 (0.76),0 (0.88),1 (0.76),1 (0.84),1 (0.96),2 (0.88),0 (0.72),2 (0.8),2 (0.88),0 (0.8),0 (0.72),2 (0.76),1 (0.64),0 (0.84),2 (0.64),1,"MISTRAL, XLNET","(2, 1)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
2 (0.8),1 (0.68),4 (0.68),4 (0.72),1 (0.84),4 (0.84),1 (0.72),4 (0.72),3 (0.68),1 (0.8),1 (0.68),3 (0.92),1 (0.76),1 (0.76),1 (0.8),4,"BART,BERT,Glove,RoBERTa","(1, 4, 3, 1)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, XGBoost",TRUE,TRUE
4 (0.88),1 (0.84),4 (0.92),3 (0.52),2 (0.8),5 (0.72),4 (0.92),3 (0.68),4 (0.76),4 (0.76),3 (0.76),5 (0.68),5 (0.8),2 (0.68),1 (0.8),3,DistilBERT,"(3,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, XGBoost",TRUE,TRUE
5 (0.88),4 (0.84),1 (0.96),4 (0.84),5 (0.84),2 (0.8),1 (0.84),4 (0.8),4 (0.76),1 (0.68),1 (0.92),1 (0.72),1 (0.6),4 (0.76),3 (0.8),2,XLNET,"(1,)",XLNET,"BiLSTM, CNN, LR, RF, SVM, XGBoost",FALSE,TRUE
4 (0.76),1 (0.76),2 (0.8),3 (1.0),4 (0.8),1 (0.52),1 (0.76),4 (0.68),5 (0.96),3 (0.68),3 (0.88),1 (0.84),1 (0.8),3 (0.88),3 (0.84),2,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
4 (0.84),1 (0.6),1 (0.76),1 (0.88),4 (0.8),1 (0.64),1 (0.64),1 (0.64),1 (0.84),1 (0.92),5 (0.88),1 (0.76),1 (0.8),1 (0.76),1 (0.84),1,BART,"(1,)",BART,"AdaBoost, KNN",TRUE,TRUE
1 (0.72),1 (0.92),1 (0.68),1 (0.6),1 (0.64),1 (0.84),2 (0.68),0 (0.8),1 (0.88),2 (0.8),1 (0.84),1 (0.8),1 (0.68),2 (0.72),3 (0.6),1,"DistilBERT,MISTRAL","(1, 3)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
2 (0.84),4 (0.88),2 (0.8),2 (0.8),3 (0.8),1 (0.72),1 (0.88),1 (0.84),2 (0.8),1 (0.88),1 (0.88),1 (0.84),1 (0.88),2 (0.92),2 (0.76),4,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, SVM, XGBoost",FALSE,TRUE
3 (0.84),4 (0.84),3 (0.8),4 (0.76),4 (0.92),5 (0.8),2 (0.88),2 (0.72),1 (0.68),2 (0.64),2 (0.84),2 (0.68),2 (0.84),2 (0.84),3 (0.8),3,LLAMA,"(2,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.76),1 (0.88),4 (0.88),3 (0.92),1 (0.84),1 (0.8),3 (0.48),3 (0.84),3 (0.92),3 (0.4),3 (0.6),3 (0.88),3 (0.96),3 (0.28),3 (0.68),3,LLAMA3,"(3,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.76),5 (0.72),2 (0.88),1 (0.84),3 (0.76),2 (0.84),2 (0.8),3 (0.72),2 (0.68),1 (0.84),2 (0.76),4 (0.84),3 (0.72),2 (0.76),2 (0.76),0,Glove,"(2,)",Glove,"KNN, MLP, RF, XGBoost",FALSE,FALSE
0 (0.76),1 (0.8),1 (1.0),1 (0.88),0 (0.84),0 (0.84),0 (0.8),1 (0.92),1 (0.84),0 (0.76),0 (0.84),0 (0.8),3 (0.8),0 (0.96),0 (0.64),0,MISTRAL,"(0,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, SVM",TRUE,TRUE
3 (0.76),3 (0.84),5 (0.92),3 (0.88),3 (0.8),4 (0.76),1 (0.6),4 (0.64),3 (0.76),1 (0.68),1 (0.88),1 (0.52),3 (0.56),1 (0.6),1 (0.68),0,W2V,"(1,)",W2V,"BiLSTM, CNN, KNN, LR, SVM, XGBoost",FALSE,FALSE
4 (0.76),4 (0.84),3 (0.84),5 (0.72),4 (0.92),1 (0.64),4 (0.72),4 (0.72),4 (0.8),4 (0.76),4 (0.68),4 (0.72),3 (0.76),4 (0.76),4 (0.72),4,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
3 (0.88),3 (0.72),5 (0.92),2 (0.88),3 (0.88),2 (0.8),3 (0.8),2 (0.8),3 (0.72),3 (0.88),4 (0.84),2 (0.8),2 (0.8),2 (0.84),2 (0.8),1,"BART,Glove","(3, 3)",Glove,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.84),4 (0.92),2 (0.88),2 (0.76),1 (0.92),1 (0.72),3 (0.72),1 (0.76),1 (0.92),3 (0.8),3 (0.76),1 (0.8),3 (0.76),1 (0.8),3 (0.96),3,"ELMO,Falcon","(1, 3)",Falcon,"BiLSTM, CNN, KNN, RF, XGBoost",TRUE,TRUE
3 (0.72),3 (0.84),2 (0.8),3 (0.84),1 (0.72),1 (0.88),3 (0.8),1 (0.84),1 (0.6),1 (0.84),3 (0.84),1 (0.72),4 (0.68),1 (0.84),3 (0.88),2,Glove,"(1,)",Glove,"AdaBoost, KNN, RF, XGBoost",FALSE,TRUE
0 (0.8),2 (0.84),2 (0.84),1 (0.6),0 (0.84),4 (0.8),2 (0.76),2 (0.76),1 (0.84),2 (0.84),1 (0.84),3 (0.72),3 (0.56),2 (0.84),2 (0.8),5,XLNET,"(3,)",XLNET,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,FALSE
2 (0.92),1 (0.88),1 (0.72),2 (0.68),1 (0.8),2 (0.84),2 (0.84),2 (0.88),2 (0.84),2 (0.84),3 (0.84),2 (0.92),3 (0.92),4 (0.8),2 (0.88),1,DistilBERT,"(2,)",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.8),1 (0.64),2 (0.88),1 (0.84),3 (0.68),2 (0.76),2 (0.88),0 (0.96),1 (0.88),3 (0.8),2 (0.68),1 (0.8),1 (0.8),1 (0.8),0 (0.84),0,BART,"(1,)",BART,"AdaBoost, BiLSTM, CNN, KNN, RF, SVM",FALSE,TRUE
3 (0.68),3 (0.84),3 (0.8),3 (0.76),4 (0.88),1 (0.72),3 (0.88),4 (0.64),4 (0.72),3 (0.64),3 (0.92),4 (0.8),1 (0.76),3 (0.76),3 (0.64),4,"Fasttext,LLAMA,MISTRAL","(4, 3, 3)",Fasttext,"AdaBoost, LR, NB, XGBoost",TRUE,TRUE
0 (0.68),3 (0.84),1 (0.88),1 (0.76),1 (0.84),1 (0.96),0 (0.64),1 (0.88),1 (0.92),0 (0.84),1 (0.88),1 (0.6),1 (0.84),0 (0.8),1 (0.88),1,W2V,"(1,)",W2V,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.64),1 (0.64),3 (0.68),4 (0.84),3 (0.88),4 (0.8),3 (0.76),3 (0.8),3 (0.8),3 (0.76),2 (0.92),4 (0.72),1 (0.6),4 (0.68),4 (0.76),5,XLNET,"(1,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost",FALSE,FALSE
0 (0.8),1 (0.96),0 (0.68),1 (0.72),1 (0.8),1 (0.92),1 (0.68),0 (0.76),2 (0.76),1 (0.64),1 (0.96),1 (0.92),1 (0.88),1 (0.88),1 (0.92),1,LLAMA,"(1,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, MLP, XGBoost",TRUE,TRUE
1 (0.84),4 (0.92),1 (0.88),1 (0.88),3 (0.68),1 (0.84),4 (0.84),1 (0.76),4 (0.88),1 (0.8),4 (0.8),1 (0.76),1 (0.84),1 (0.68),3 (0.88),3,"LLAMA3, ELECTRA","(1, 3)",ELECTRA,"AdaBoost, BiLSTM, CNN, RF, SVM",TRUE,TRUE
1 (0.76),4 (0.88),1 (0.68),3 (0.88),4 (0.88),3 (0.68),3 (0.64),2 (0.76),1 (0.88),3 (0.76),0 (0.76),1 (0.8),3 (0.92),3 (0.84),3 (0.84),2,Falcon,"(3,)",Falcon,"KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
2 (0.84),3 (0.92),1 (0.64),0 (0.88),3 (0.76),0 (0.8),2 (0.84),3 (0.64),3 (0.88),2 (0.84),2 (0.72),1 (0.8),3 (0.84),3 (0.72),2 (0.92),3,"BERT,Fasttext","(1, 3)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.8),4 (0.88),4 (0.8),2 (0.76),3 (0.88),2 (0.56),3 (0.76),1 (0.68),4 (0.88),3 (0.52),3 (0.64),3 (0.68),3 (0.92),3 (0.72),3 (0.64),3,LLAMA,"(3,)",LLAMA,"RF, SVM, XGBoost",TRUE,TRUE
3 (0.92),0 (0.92),3 (0.64),4 (0.92),2 (0.84),4 (0.8),1 (0.72),4 (0.8),4 (0.72),4 (0.8),4 (0.84),4 (0.8),1 (0.76),3 (0.8),4 (0.72),3,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, LR, MLP, RF, SVM",TRUE,TRUE
1 (0.84),4 (0.92),4 (0.84),1 (0.88),3 (0.76),1 (0.8),1 (0.84),4 (0.84),4 (0.68),1 (0.8),5 (0.8),4 (0.76),1 (0.88),1 (0.76),2 (0.76),2,Glove,"(4,)",Glove,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",FALSE,TRUE
4 (0.84),1 (0.8),5 (0.76),4 (0.84),4 (0.84),5 (0.64),4 (0.64),4 (0.76),4 (0.76),4 (0.8),4 (0.76),5 (0.88),4 (0.68),4 (0.72),4 (0.8),4,"ELMO,Falcon","(5, 4)",Falcon,"KNN, LR, NB, RF, SVM",TRUE,TRUE
2 (0.88),3 (0.64),0 (0.6),3 (0.68),3 (0.88),1 (0.92),2 (0.6),2 (0.92),3 (0.8),2 (0.72),2 (0.8),1 (0.76),3 (0.88),1 (0.68),2 (0.68),0,"BERT,Falcon","(0, 2)",BERT,KNN,TRUE,TRUE
5 (0.76),3 (0.72),1 (0.76),4 (0.92),1 (0.88),1 (0.88),1 (0.8),5 (0.68),3 (0.8),1 (0.72),1 (0.84),5 (0.8),5 (0.76),5 (0.72),4 (0.88),5,Fasttext,"(5,)",Fasttext,"BiLSTM, CNN, KNN, MLP, XGBoost",TRUE,TRUE
3 (0.64),3 (0.84),3 (0.8),2 (0.96),3 (0.76),3 (0.6),3 (0.84),4 (0.68),4 (0.84),3 (0.52),3 (0.84),3 (0.56),3 (0.96),3 (0.8),3 (0.6),4,LLAMA,"(3,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
0 (0.88),1 (0.88),1 (0.88),0 (0.8),0 (0.68),1 (0.84),1 (0.84),1 (0.88),1 (0.8),1 (0.72),0 (0.88),5 (0.72),2 (0.68),0 (0.88),0 (0.92),5,"ELECTRA,XLNET","(0, 2)",XLNET,KNN,FALSE,TRUE
5 (0.88),1 (0.8),5 (0.88),5 (0.68),4 (0.88),1 (0.8),1 (0.92),1 (0.8),4 (0.88),1 (0.92),3 (0.68),1 (0.76),1 (0.84),4 (0.88),1 (0.68),5,"DistilBERT,RoBERTa,MISTRAL","(5, 3, 1)",DistilBERT,"AdaBoost, BiLSTM, CNN, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.72),1 (0.84),3 (0.84),1 (0.68),1 (0.76),1 (0.88),2 (0.96),3 (0.88),1 (0.84),2 (0.72),2 (0.92),3 (0.84),2 (0.72),2 (0.88),0 (0.84),4,DistilBERT,"(1,)",DistilBERT,"BiLSTM, CNN, KNN, MLP, NB",FALSE,FALSE
5 (0.84),1 (0.84),5 (0.76),5 (0.88),0 (0.76),5 (0.88),3 (0.92),5 (0.8),1 (0.72),1 (0.92),3 (0.92),1 (0.92),1 (0.96),3 (0.88),5 (0.68),4,MISTRAL,"(5,)",MISTRAL,"BiLSTM, CNN, LR, MLP, NB, SVM, XGBoost",FALSE,FALSE
1 (0.76),1 (0.72),1 (0.76),1 (0.8),1 (0.84),1 (0.48),1 (0.8),1 (0.88),1 (0.8),1 (0.76),1 (0.84),1 (0.68),1 (0.52),1 (0.8),1 (0.92),1,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
1 (0.8),1 (0.8),0 (0.84),0 (0.68),3 (0.84),1 (0.72),0 (0.6),0 (0.72),0 (0.64),0 (0.76),1 (0.96),0 (0.56),1 (0.92),0 (0.6),0 (0.56),0,"W2V,MISTRAL","(0, 0)",W2V,"KNN, RF, XGBoost",TRUE,TRUE
1 (0.96),1 (0.84),5 (0.88),1 (0.88),1 (0.88),1 (0.92),1 (0.8),1 (0.84),4 (0.64),1 (0.8),0 (0.84),1 (0.84),1 (0.8),4 (0.84),4 (0.96),2,Glove,"(4,)",Glove,"AdaBoost, LR, RF, SVM",FALSE,FALSE
5 (0.88),4 (0.92),1 (0.8),1 (0.76),4 (0.76),5 (0.76),1 (0.8),5 (0.76),5 (0.84),1 (0.76),1 (0.92),1 (0.84),1 (0.8),1 (0.84),1 (0.8),1,"DistilBERT,ELECTRA,ELMO,Fasttext,LLAMA","(1, 4, 5, 5, 1)",DistilBERT,"AdaBoost, BiLSTM, CNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
3 (0.8),1 (0.92),5 (0.72),3 (0.68),3 (0.84),5 (0.88),1 (0.84),4 (0.8),1 (0.76),5 (0.76),4 (0.96),5 (0.8),5 (0.76),1 (0.72),5 (0.8),4,DistilBERT,"(3,)",DistilBERT,"BiLSTM, CNN, KNN, MLP, NB",FALSE,TRUE
3 (0.92),4 (0.92),5 (0.8),1 (0.88),4 (0.84),3 (0.76),4 (0.76),4 (0.88),4 (0.72),3 (0.68),4 (0.92),4 (0.8),1 (0.68),3 (0.8),4 (0.76),3,"LLAMA,XLNET","(3, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN",TRUE,TRUE
5 (0.88),3 (0.84),1 (0.84),1 (0.76),3 (0.88),1 (0.88),1 (0.72),4 (0.84),4 (0.76),1 (0.76),1 (0.84),5 (0.72),1 (0.72),1 (0.6),1 (0.84),4,LLAMA3,"(1,)",LLAMA3,"AdaBoost, LR, RF, XGBoost",FALSE,TRUE
3 (0.96),3 (0.68),3 (0.84),3 (0.8),3 (0.96),5 (0.76),5 (0.76),2 (0.84),4 (0.84),5 (0.72),5 (0.8),3 (0.88),5 (0.64),3 (0.88),3 (0.88),4,XLNET,"(5,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM",FALSE,TRUE
1 (0.88),1 (0.68),2 (0.64),2 (0.84),1 (0.92),1 (0.76),1 (0.76),1 (0.8),1 (0.8),1 (0.8),1 (0.84),2 (0.84),1 (0.68),1 (0.72),1 (0.76),2,BERT,"(2,)",BERT,"BiLSTM, CNN, KNN, LR, NB, RF, SVM",TRUE,TRUE
1 (0.64),1 (0.32),1 (0.84),3 (0.8),1 (0.8),1 (0.6),1 (0.68),3 (0.72),3 (0.84),3 (0.84),1 (0.92),3 (0.92),1 (0.96),1 (0.76),3 (0.88),4,BART,"(1,)",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
1 (0.84),3 (0.8),1 (0.8),3 (0.76),1 (0.8),1 (0.76),1 (0.88),1 (0.88),1 (0.88),1 (0.8),4 (0.84),1 (0.88),3 (0.8),2 (0.84),3 (0.92),1,"DistilBERT,ELMO","(3, 1)",ELMO,"BiLSTM, CNN, LR, MLP, NB, SVM",TRUE,TRUE
3 (0.72),1 (0.72),3 (0.76),1 (0.68),1 (0.84),1 (0.88),2 (0.72),1 (0.88),3 (0.8),1 (0.68),2 (0.84),1 (0.6),3 (0.84),2 (0.72),1 (0.56),5,MISTRAL,"(1,)",MISTRAL,"KNN, RF, XGBoost",FALSE,FALSE
